source,pt_PT
DocStatus of the following states have changed:<br><strong>{0}</strong><br>|||				Do you want to update the docstatus of existing documents in those states?<br>|||				This does not undo any effect bought in by the document's existing docstatus.|||				,DocStatus dos seguintes estados foram alterados:<br><strong>{0}</strong><br>|||				Deseja atualizar o status dos documentos existentes nesses estados?<br>|||				Isso não anula nenhum efeito adquirido pelo status de documento existente do documento.|||
DocType,DocType
DocType <b>{0}</b> provided for the field <b>{1}</b> must have atleast one Link field,DocType <b>{0}</b> fornecido para o campo <b>{1}</b> deve ter pelo menos um campo Link
DocType Action,Ação DocType
DocType Event,Evento DocType
DocType Layout,Layout DocType
DocType Layout Field,Campo de layout DocType
DocType Link,Link DocType
DocType Missing,DocType ausente
DocType State,Estado DocType
DocType View,Visualização de tipo de documento
DocType can not be merged,DocType não pode ser mesclado
DocType can only be renamed by Administrator,DocType só pode ser renomeado pelo Administrador
DocType is a Table / Form in the application.,DocType é uma Tabela/Formulário na aplicação.
DocType must be Submittable for the selected Doc Event,DocType deve ser submissível para o evento de documento selecionado
DocType must have atleast one field,DocType deve ter pelo menos um campo
DocType not supported by Log Settings.,DocType não suportado pelas configurações de log.
DocType on which this Workflow is applicable.,DocType ao qual este fluxo de trabalho é aplicável.
DocType required,DocType obrigatório
DocType {0} does not exist.,DocType {0} não existe.
DocType {} not found,DocType {} não encontrado
DocType's name should not start or end with whitespace,O nome do DocType não deve começar ou terminar com espaço em branco
"DocTypes cannot be modified, please use {0} instead","DocTypes não podem ser modificados, use {0} em vez disso"
Doctype,Tipo de documento
Doctype name is limited to {0} characters ({1}),O nome do tipo de documento é limitado a {0} caracteres ({1})
Doctype required,Tipo de documento obrigatório
Document Follow,Acompanhamento de documento
Document Follow Notification,Notificação de acompanhamento de documento
Document Linking,Vinculação de documentos
Document Links Row #{0}: Could not find field {1} in {2} DocType,Linha nº {0} de links de documentos: não foi possível encontrar o campo {1} em {2} DocType
Document Links Row #{0}: Invalid doctype or fieldname.,Linha nº {0} de links de documentos: tipo de documento ou nome de campo inválido.
Document Links Row #{0}: Parent DocType is mandatory for internal links,Linha #{0} de links de documentos: DocType pai é obrigatório para links internos
Document Links Row #{0}: Table Fieldname is mandatory for internal links,Linha #{0} de links de documentos: o nome do campo da tabela é obrigatório para links internos
Document Name,Nome do documento
Document Name must not be empty,O nome do documento não deve estar vazio
Document Naming Rule,Regra de nomenclatura de documentos
Document Naming Rule Condition,Condição da regra de nomenclatura de documentos
Document Naming Settings,Configurações de nomenclatura de documentos
Document Queued,Documento na fila
Document Restoration Summary,Resumo da restauração de documentos
Document Restored,Documento restaurado
Document Saved,Documento salvo
Document Share Key,Chave de compartilhamento de documento
Document Share Key Expiry (in Days),Expiração da chave de compartilhamento de documentos (em dias)
Document Share Report,Relatório de compartilhamento de documentos
Document Status,Status do documento
Document Type,Tipo de documento
Document Type and Function are required to create a number card,O tipo de documento e a função são necessários para criar um cartão numérico
Document Type is not importable,O tipo de documento não é importável
Document Type is not submittable,O tipo de documento não pode ser enviado
Document Type to Track,Tipo de documento a ser rastreado
Document Type {0} has been repeated.,O tipo de documento {0} foi repetido.
Document Types,Tipos de documentos
Document Types (Select Permissions Only),Tipos de documentos (somente permissões selecionadas)
Document Types and Permissions,Tipos e permissões de documentos
Document Unlocked,Documento desbloqueado
Document cannot be used as a filter value,O documento não pode ser usado como valor de filtro
Document follow is not enabled for this user.,O acompanhamento de documentos não está ativado para este usuário.
Document has been cancelled,O documento foi cancelado
Document has been submitted,O documento foi enviado
Document is in draft state,O documento está em estado de rascunho
Document is only editable by users with role,O documento só pode ser editado por usuários com função
Document not Relinked,Documento não vinculado novamente
Document renamed from {0} to {1},Documento renomeado de {0} para {1}
Document renaming from {0} to {1} has been queued,A renomeação de documentos de {0} para {1} foi colocada na fila
Document type is required to create a dashboard chart,O tipo de documento é necessário para criar um gráfico de painel
Document {0} Already Restored,Documento {0} já restaurado
Document {0} has been set to state {1} by {2},O documento {0} foi definido para o estado {1} por {2}
Documentation,Documentação
Documents,Documentos
Documents restored successfully,Documentos restaurados com sucesso
Documents that failed to restore,Documentos que não foram restaurados
Documents that were already restored,Documentos que já foram restaurados
Domain,Domínio
Domain Name,Nome de domínio
Domain Settings,Configurações de domínio
Domains,Domínios
"Don't HTML Encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field","Não codifique tags HTML como &lt;script&gt; ou apenas caracteres como &lt; ou &gt;, pois podem ser usados ​​intencionalmente neste campo"
Don't Import,Não importe
Don't Override Status,Não substitua o status
Don't Send Emails,Não envie Emails
"Don't encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field","Não codifique tags HTML como &lt;script&gt; ou apenas caracteres como &lt; ou &gt;, pois podem ser usados ​​intencionalmente neste campo"
Don't have an account?,Não tem uma conta?
Double click to edit label,Clique duas vezes para editar o rótulo
Download,Download
Download Backups,Baixar backups
Download Data,Baixar dados
Download Files Backup,Baixar backup de arquivos
Download Link,Link para baixar
Download PDF,Baixar PDF
Download Report,Baixar relatório
Download Template,Baixar modelo
Download Your Data,Baixe seus dados
Download as CSV,Baixar como CSV
Download vCard,Baixar vCard
Download vCards,Baixar vCards
Dr,Dr.
Draft,Rascunho
Drag,Arrastar
Drag & Drop a section here from another tab,Arraste e solte uma seção aqui de outra guia
Drag and drop files here or upload from,Arraste e solte arquivos aqui ou faça upload de
Drag columns to set order. Column width is set in percentage. The total width should not be more than 100. Columns marked in red will be removed.,Arraste as colunas para definir a ordem. A largura da coluna é definida em porcentagem. A largura total não deve ser superior a 100. As colunas marcadas em vermelho serão removidas.
Drag elements from the sidebar to add. Drag them back to trash.,Arraste os elementos da barra lateral para adicionar. Arraste-os de volta para a lixeira.
Drag to add state,Arraste para adicionar estado
Drop files here,Solte os arquivos aqui
Dropdowns,Menus suspensos
Duplicate,Duplicado
Duplicate Entry,Entrada duplicada
Duplicate Filter Name,Nome de filtro duplicado
Duplicate Name,Nome duplicado
Duplicate current row,Duplicar linha atual
Duplicate field,Campo duplicado
Duplicate row,Linha duplicada
Duplicate rows,Linhas duplicadas
Duplicate {0} rows,Duplicar {0} linhas
Dynamic,Dinâmico
Dynamic Link,Link Dinâmico
ESC,ESC
Edit,Editar
Edit Address in Form,Editar endereço no formulário
Edit Auto Email Report Settings,Editar configurações de relatório automático por Email
Edit Chart,Editar gráfico
Edit Custom Block,Editar bloco personalizado
Edit Custom HTML,Editar HTML personalizado
Edit DocType,Editar tipo de documento
Edit Existing,Editar existente
Edit Filter,Editar filtro
Edit Filters,Editar filtros
Edit Footer,Editar rodapé
Edit Format,Editar formato
Edit Full Form,Editar formulário completo
Edit HTML,Editar HTML
Edit Header,Editar cabeçalho
Edit Heading,Editar título
Edit Letter Head,Editar cabeçalho da carta
Edit Letter Head Footer,Editar rodapé do cabeçalho da carta
Edit Links,Editar links
Edit Number Card,Editar cartão numérico
Edit Onboarding,Editar integração
Edit Print Format,Editar formato de impressão
Edit Profile,Editar perfil
Edit Properties,Editar propriedades
Edit Quick List,Editar lista rápida
Edit Shortcut,Editar atalho
Edit Sidebar,Editar barra lateral
Edit Values,Editar valores
Edit mode,Modo de edição
Edit the {0} Doctype,Edite o tipo de documento {0}
