 to your browser,para o seu navegador
Email Account added multiple times,Conta de e-mail adicionada várias vezes
Email Account not setup. Please create a new Email Account from Settings > Email Account,Conta de e-mail não configurada. Crie uma nova conta de e-mail em Configurações > Conta de e-mail
Email Address whose Google Contacts are to be synced.,Endereço de e-mail cujos Contatos do Google serão sincronizados.
Email Addresses,Endereços de e-mail
Email Domain,Domínio de e-mail
Email Flag Queue,Fila de sinalização de e-mail
Email Footer Address,Endereço de rodapé de e-mail
Email Group Member,Membro do grupo de e-mail
Email Header,Cabeçalho do e-mail
Email IDs,IDs de e-mail
Email Inbox,Caixa de entrada de e-mail
Email Queue,Fila de e-mail
Email Queue Recipient,Destinatário da fila de e-mail
Email Queue flushing aborted due to too many failures.,A liberação da fila de e-mail foi abortada devido a muitas falhas.
Email Queue records.,Registros de fila de e-mail.
Email Reply Help,Ajuda para resposta por e-mail
Email Retry Limit,Limite de novas tentativas de e-mail
Email Rule,Regra de e-mail
Email Sent At,E-mail enviado em
Email Signature,Assinatura de e-mail
Email Status,Status do e-mail
Email Sync Option,Opção de sincronização de e-mail
Email Threads on Assigned Document,Tópicos de e-mail no documento atribuído
Email To,E-mail para
Email Unsubscribe,Cancelar inscrição por e-mail
Email has been marked as spam,O e-mail foi marcado como spam
Email has been moved to trash,O e-mail foi movido para a lixeira
Email is mandatory to create User Email,O e-mail é obrigatório para criar o e-mail do usuário
Email not verified with {0},E-mail não verificado com {0}
Email queue is currently suspended. Resume to automatically send other emails.,A fila de e-mail está suspensa no momento. Retomar para enviar automaticamente outros e-mails.
Emails,E-mails
Emails Pulled,E-mails extraídos
Emails are already being pulled from this account.,Os e-mails já estão sendo retirados desta conta.
Emails are muted,Os e-mails estão silenciados
Emails will be sent with next possible workflow actions,Os e-mails serão enviados com as próximas ações possíveis do fluxo de trabalho
Embed code copied,Código incorporado copiado
Empty column,Coluna vazia
Enable,Habilitar
Enable Address Autocompletion,Ativar preenchimento automático de endereço
Enable Allow Auto Repeat for the doctype {0} in Customize Form,Ative Permitir repetição automática para o tipo de documento {0} em Personalizar formulário
Enable Auto Reply,Ativar resposta automática
Enable Automatic Backup,Habilitar backup automático
Enable Automatic Linking in Documents,Habilitar vinculação automática em documentos
Enable Comments,Habilitar comentários
Enable Email Notification,Ativar notificação por e-mail
Enable Email Notifications,Habilitar notificações por e-mail
Enable Google API in Google Settings.,Ative a API do Google nas configurações do Google.
Enable Google indexing,Ativar indexação do Google
Enable Incoming,Habilitar entrada
Enable Onboarding,Habilitar integração
Enable Outgoing,Ativar saída
Enable Password Policy,Ativar política de senha
Enable Prepared Report,Habilitar relatório preparado
Enable Print Server,Ativar servidor de impressão
Enable Push Notification Relay,Ativar retransmissão de notificação push
Enable Rate Limit,Habilitar Limite de Taxa
Enable Raw Printing,Habilitar impressão bruta
Enable Report,Ativar relatório
Enable Scheduled Jobs,Habilitar trabalhos agendados
Enable Scheduler,Habilitar Agendador
Enable Security,Habilitar segurança
Enable Social Login,Ativar login social
Enable Social Sharing,Habilitar compartilhamento social
Enable Tracking Page Views,Ativar rastreamento de visualizações de páginas
Enable Two Factor Auth,Habilitar autenticação de dois fatores
Enable developer mode to create a standard Print Template,Ative o modo de desenvolvedor para criar um modelo de impressão padrão
Enable developer mode to create a standard Web Template,Ative o modo de desenvolvedor para criar um modelo da Web padrão
Enable email notification for any comment or likes received on your Blog Post.,Ative a notificação por e-mail para qualquer comentário ou curtida recebido em sua postagem no blog.
Enable if on click|||opens modal.,Habilite se ao clicar|||abre modal.
Enable in-app website tracking,Ative o rastreamento de sites no aplicativo
Enabled Scheduler,Agendador habilitado
Enabled email inbox for user {0},Caixa de entrada de e-mail ativada para o usuário {0}
Enables Calendar and Gantt views.,Ativa visualizações de calendário e Gantt.
Enabling auto reply on an incoming email account will send automated replies to all the synchronized emails. Do you wish to continue?,Ativar a resposta automática em uma conta de e-mail recebida enviará respostas automáticas a todos os e-mails sincronizados. Você deseja continuar?
"Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved.","Ativar isso registrará seu site em um servidor de retransmissão central para enviar notificações push para todos os aplicativos instalados por meio do Firebase Cloud Messaging. Este servidor armazena apenas tokens de usuário e logs de erros, e nenhuma mensagem é salva."
"Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved. ","Ativar isso registrará seu site em um servidor de retransmissão central para enviar notificações push para todos os aplicativos instalados por meio do Firebase Cloud Messaging. Este servidor armazena apenas tokens de usuário e logs de erros, e nenhuma mensagem é salva."
Enabling this will submit documents in background,Ativar isso enviará documentos em segundo plano
Encrypt Backups,Criptografar backups
Encryption key is in invalid format!,A chave de criptografia está em formato inválido!
Encryption key is invalid! Please check site_config.json,A chave de criptografia é inválida! Verifique site_config.json
End Date Field,Campo de data de término
End Date cannot be before Start Date!,A data de término não pode ser anterior à data de início!
Ended At,Terminou em
Endpoint URL,URL do terminal
Endpoints,Pontos finais
Ends on,Termina em
Energy Point,Ponto de Energia
Enqueued By,Enfileirado por
Enqueued creation of indexes,Criação enfileirada de índices
Ensure the user and group search paths are correct.,Certifique-se de que os caminhos de pesquisa do usuário e do grupo estejam corretos.
Enter Client Id and Client Secret in Google Settings.,Insira o ID do cliente e o segredo do cliente nas configurações do Google.
Enter Code displayed in OTP App.,Insira o código exibido no aplicativo OTP.
Enter Email Recipient(s),Insira o(s) destinatário(s) de e-mail
Enter Form Type,Insira o tipo de formulário
Enter a name for this {0},Insira um nome para este {0}
"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","Insira campos de valor padrão (chaves) e valores. Se você adicionar vários valores a um campo, o primeiro será escolhido. Esses padrões também são usados ​​para definir regras de permissão de ""correspondência"". Para ver a lista de campos, vá em ""Personalizar Formulário""."
Enter folder name,Digite o nome da pasta
"Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)","Insira os parâmetros de URL estáticos aqui (por exemplo, remetente = ERPNext, nome de usuário = ERPNext, senha = 1234 etc.)"
Enter url parameter for message,Insira o parâmetro de URL para mensagem
Enter url parameter for receiver nos,Insira o parâmetro de URL para o número do receptor
Enter your password,Digite sua senha
Entity Name,Nome da Entidade
Equals,Igual
"Error connecting to QZ Tray Application...<br><br> You need to have QZ Tray application installed and running, to use the Raw Print feature.<br><br><a target=""_blank"" href=""https://qz.io/download/"">Click here to Download and install QZ Tray</a>.<br> <a target=""_blank"" href=""https://erpnext.com/docs/user/manual/en/setting-up/print/raw-printing"">Click here to learn more about Raw Printing</a>.","Erro ao conectar ao aplicativo QZ Tray...<br><br> Você precisa ter o aplicativo QZ Tray instalado e em execução para usar o recurso Raw Print.<br><br><a target=""_blank"" href=""https://qz.io/download/"">Clique aqui para baixar e instalar o QZ Tray</a>.<br> <a target=""_blank"" href=""https://erpnext.com/docs/user/manual/en/setting-up/print/raw-printing"">Clique aqui para saber mais sobre impressão bruta</a>."
Error connecting via IMAP/POP3: {e},Erro ao conectar via IMAP/POP3: {e}
Error connecting via SMTP: {e},Erro ao conectar via SMTP: {e}
Error has occurred in {0},Ocorreu um erro em {0}
Error in Client Script,Erro no script do cliente
Error in Client Script.,Erro no script do cliente.
Error in Header/Footer Script,Erro no script de cabeçalho/rodapé
Error in Notification,Erro na notificação
Error in print format on line {0}: {1},Erro no formato de impressão na linha {0}: {1}
Error while connecting to email account {0},Erro ao conectar-se à conta de e-mail {0}
Error while evaluating Notification {0}. Please fix your template.,"Erro ao avaliar a Notificação {0}. Por favor, corrija seu modelo."
Error: Data missing in table {0},Erro: dados ausentes na tabela {0}
Error: Value missing for {0}: {1},Erro: Valor ausente para {0}: {1}
Error: {0} Row #{1}: Value missing for: {2},Erro: {0} Linha #{1}: Valor ausente para: {2}
Errors,Erros
Event Category,Categoria do Evento
Event Frequency,Frequência do Evento
